Variable	Commentaire	Date de départ	Heure de départ	Valeur
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:20,596	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:20,719	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:21,089	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:21,211	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:21,211	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:21,211	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:21,395	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:22,404	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:22,404	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:22,404	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:22,527	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:23,390	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:23,390	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:23,390	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:23,390	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:23,390	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:23,390	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:23,512	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:23,788	VRAI
FERMER	Fermer la pince	04/06/2021	17:26:23,914	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:23,914	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:23,914	FAUX
fermee	Pince fermée.	04/06/2021	17:26:24,034	VRAI
ouvert	Pince ouverte.	04/06/2021	17:26:24,034	FAUX
FERMER	Fermer la pince	04/06/2021	17:26:24,034	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:24,034	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:24,034	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:24,034	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:24,494	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:24,494	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:24,991	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:24,991	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:24,991	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:24,991	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:25,300	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:26:26,290	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:26,290	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:26,290	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:26,290	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:26:26,290	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:26:26,693	FAUX
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:26:29,085	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:29,085	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:29,085	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:29,085	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:29,085	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:29,209	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:29,209	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:29,583	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:26:29,583	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:29,583	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:29,583	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:29,583	FAUX
fermee	Pince fermée.	04/06/2021	17:26:29,798	FAUX
ouvert	Pince ouverte.	04/06/2021	17:26:29,798	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:29,798	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:29,798	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:29,798	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:29,798	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:30,289	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:30,413	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:30,781	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:30,781	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:30,781	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:26:30,781	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:26:30,905	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:26:31,808	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:26:31,808	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:26:31,934	VRAI
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:26:32,089	FAUX
gliss_ext	Glissière externe pleine	04/06/2021	17:26:32,398	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:26:34,482	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:26:34,482	FAUX
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:26:34,482	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:26:35,100	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:26:41,788	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:42,311	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:42,311	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:42,311	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:26:42,311	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:42,435	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:42,435	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:42,804	VRAI
FERMER	Fermer la pince	04/06/2021	17:26:42,804	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:42,804	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:42,804	FAUX
fermee	Pince fermée.	04/06/2021	17:26:42,926	VRAI
ouvert	Pince ouverte.	04/06/2021	17:26:42,926	FAUX
FERMER	Fermer la pince	04/06/2021	17:26:42,926	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:42,926	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:42,926	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:42,926	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:43,383	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:43,503	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:26:43,626	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:43,902	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:43,902	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:43,902	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:43,902	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:44,086	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:44,895	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:44,895	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:44,895	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:44,895	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:44,895	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:45,016	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:45,016	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:45,381	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:45,381	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:45,381	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:45,381	FAUX
fermee	Pince fermée.	04/06/2021	17:26:45,508	FAUX
ouvert	Pince ouverte.	04/06/2021	17:26:45,629	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:45,629	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:45,629	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:45,629	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:45,629	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:46,088	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:46,209	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:46,611	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:46,611	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:46,611	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:46,611	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:46,791	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:47,891	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:47,891	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:47,891	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:48,014	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:48,784	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:48,784	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:48,784	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:48,784	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:48,784	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:48,906	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:48,906	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:49,182	VRAI
FERMER	Fermer la pince	04/06/2021	17:26:49,306	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:49,306	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:49,306	FAUX
fermee	Pince fermée.	04/06/2021	17:26:49,428	VRAI
ouvert	Pince ouverte.	04/06/2021	17:26:49,428	FAUX
FERMER	Fermer la pince	04/06/2021	17:26:49,428	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:49,428	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:49,428	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:49,428	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:49,891	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:50,017	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:50,383	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:50,383	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:50,383	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:50,383	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:50,692	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:51,684	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:51,684	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:26:51,684	VRAI
but_ext	butée de la glisssière externe sortie	04/06/2021	17:26:51,806	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:51,806	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:26:52,083	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:26:53,192	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:26:53,316	FAUX
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:26:54,602	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:54,602	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:54,602	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:54,602	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:54,602	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:54,722	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:54,722	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:55,092	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:55,092	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:55,092	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:55,092	FAUX
fermee	Pince fermée.	04/06/2021	17:26:55,307	FAUX
ouvert	Pince ouverte.	04/06/2021	17:26:55,307	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:26:55,307	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:55,307	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:55,307	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:55,307	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:55,307	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:55,790	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:55,931	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:56,280	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:56,280	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:56,280	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:26:56,280	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:26:56,404	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:26:57,292	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:26:57,292	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:26:57,412	VRAI
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:26:57,570	FAUX
gliss_ext	Glissière externe pleine	04/06/2021	17:26:57,982	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:27:00,013	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:27:00,013	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:27:03,596	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:27:03,596	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:27:06,085	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:27:11,894	VRAI
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:27:12,791	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:13,288	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:13,288	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:13,288	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:13,288	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:27:13,288	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:13,412	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:13,697	VRAI
ouvert	Pince ouverte.	04/06/2021	17:27:13,816	FAUX
FERMER	Fermer la pince	04/06/2021	17:27:13,816	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:13,816	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:13,816	FAUX
fermee	Pince fermée.	04/06/2021	17:27:13,938	VRAI
FERMER	Fermer la pince	04/06/2021	17:27:13,938	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:13,938	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:13,938	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:13,938	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:14,309	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:14,496	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:27:14,496	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:14,898	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:14,898	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:27:14,898	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:14,898	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:27:15,021	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:27:15,907	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:15,907	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:15,907	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:27:15,907	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:15,907	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:16,303	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:27:16,427	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:16,427	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:16,427	FAUX
fermee	Pince fermée.	04/06/2021	17:27:16,549	FAUX
ouvert	Pince ouverte.	04/06/2021	17:27:16,549	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:27:16,549	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:16,549	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:16,549	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:16,549	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:17,003	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:17,124	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:17,490	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:17,490	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:27:17,490	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:17,490	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:27:17,794	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:27:18,799	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:27:18,799	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:27:18,799	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:27:18,921	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:27:19,794	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:19,794	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:19,794	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:27:19,794	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:19,794	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:20,193	VRAI
FERMER	Fermer la pince	04/06/2021	17:27:20,193	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:20,193	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:20,193	FAUX
ouvert	Pince ouverte.	04/06/2021	17:27:20,321	FAUX
fermee	Pince fermée.	04/06/2021	17:27:20,442	VRAI
FERMER	Fermer la pince	04/06/2021	17:27:20,442	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:20,442	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:20,442	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:20,442	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:20,897	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:20,897	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:21,390	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:21,390	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:27:21,390	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:21,390	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:27:21,604	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:27:22,705	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:27:22,705	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:27:22,705	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:27:22,705	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:27:22,705	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:27:23,105	FAUX
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:27:25,596	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:25,596	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:25,596	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:27:25,596	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:25,596	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:25,717	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:25,717	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:25,991	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:27:26,113	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:27:26,113	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:26,113	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:26,113	FAUX
fermee	Pince fermée.	04/06/2021	17:27:26,234	FAUX
ouvert	Pince ouverte.	04/06/2021	17:27:26,234	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:27:26,234	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:26,234	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:26,234	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:26,234	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:27:26,688	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:27:26,813	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:27:27,180	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:27:27,303	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:27:27,303	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:27:27,303	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:27:27,303	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:27:28,194	FAUX
